Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Soporte IT: Trucos,"Estos trucos e ideas te facilitarán las tareas de administración en entornos Microsoft. Profundizaremos en el increíble mundo de PowerShell, veremos cómo resolver problemas en Active Directory, delegaremos permisos correctamente, protegeremos las cuentas iniciales de dominio, limpiaremos los clientes de archivos innecesarios y protegeremos de ataques de ransomware nuestras carpetas más importantes.Haz que el día a día de la administración de sistemas sea mucho más simple. Dedica tus esfuerzos a modernizar la infraestructura en lugar de repetir tareas tediosas y con poco valor añadido.",Course,2021-09-09 18:17 UTC,N/A,false,N/A,
Mejora tu competencia en conflictos,"Mejora tu competencia en la resolución de los conflictos que te vas a encontrar en tu día a día. Aprende cómo comportarte con compañeros y compañeras o superiores tóxicos, cómo confrontar los grandes egos, la competitividad o la desmotivación, y qué herramientas te serán útiles para lograrlo. Conoce también cómo transformar los conflictos fruto de la diversidad en la mayor de las fortalezas.",Course,2020-09-28 01:20 UTC,N/A,false,N/A,
Unboxing AI: Visual Studio Code and GitHub Copilot Deep Dive,"VS Code has evolved into a rich “AI workbench,” where GitHub Copilot can do far more than autocomplete. In this course, LinkedIn Learning Principal Instructor Morten Rand-Hendriksen guides you through the most useful (and often overlooked) Copilot integrations inside VS Code—how to shape Copilot behavior with agent instructions and custom instructions, how to use slash commands and promptable actions for common dev tasks, and how to extend Copilot with tools via Model Context Protocol (MCP) servers. You’ll also explore building and using custom agents and skills/scripts/templates to create repeatable, team-friendly workflows—so Copilot becomes a dependable collaborator, not just a chat box.",Course,2026-05-15 20:53 UTC,N/A,false,N/A,
ASP.NET Core: Exception Handling,"When things go bad, good programmers are ready. Exception handling allows you to ensure your applications respond to errors with grace. With the right exception handling, your user’s experience will never be disrupted. This course teaches the basics of handling exceptions in the ASP.NET Core framework. Instructor Ervis Trupja starts with an overview of exception handling and then works through the various techniques to catch exceptions in ASP.NET. Learn how to use try-catch-finally to identify and handle errors, using both built-in and custom exception types. Then discover how to handle errors more efficiently with global handlers, and add exception filters to your .NET Core applications to apply global policies to unhandled exceptions.",Course,2025-06-03 13:04 UTC,N/A,false,N/A,
Cómo tener conversaciones difíciles,"Este curso está diseñado para todas aquellas personas que creen que pueden llegar a ser mejores conversadores cuando su contenido no es el más agradable. A muchos de nosotros nos toca lidiar con más cotidianidad de la que nos gustaría, con la responsabilidad de tener que comunicar situaciones o información poco agradable. Aquí, intentaremos hacer un recorrido por aquellos conocimientos que nos pueden aportar método y seguridad a la hora de afrontar este tipo de circunstancias. A pesar de que nunca nos resultarán fáciles, el conocimiento nos puede aportar claves importantes para poder sobrellevar mejor nuestra responsabilidad.",Course,2020-12-19 19:24 UTC,N/A,false,N/A,
"Learning ASP.NET Core: MVC, Razor Pages, Web APIs & Other Foundations","This course focuses on the fundamentals of the ASP.NET Core framework and how to use it to create a variety of web applications. Software developer and trainer Brice Wilson teaches beginning ASP.NET Core developers how to use techniques that apply to several different types of applications, including how to configure dependency injection and middleware. By the end of the course, you'll understand the breadth of ASP.NET Core and have the skills necessary to begin using it to create your own production web applications.",Course,2026-03-17 13:24 UTC,2026-03-17 13:22 UTC,false,N/A,
Claude Code: Designing Multi-Model AI Systems,"<p>Use multi-modal AI systems with Claude Code to transform the way you approach AI developments. Dr. Isil Berkun, AI educator and founder of DigiFab.AI, shows you how to implement effective routing, fallback, and guardrail strategies. Explore ways to optimize decision quality, job robustness, and safety through a comprehensive evaluation pipeline that examines latency, cost, and routing outcomes. Build the practical skills you need to create resilient and maintainable AI systems, through hands-on exercises. Perfect for applied ML engineers, AI-focused individual contributors, and technical leaders, this course offers insights on mapping tasks to proper models and efficiently operating AI systems with human-in-the-loop reviews and incident response. By the course's end, you'll have completed a Claude Code project showcasing a scalable, production-ready AI system. </p>",Course,2026-06-19 12:33 UTC,N/A,false,N/A,
Cómo gestionar el enfado en la clientela,"Domina el arte de trabajar con clientes enfadados, probablemente el aspecto más difícil de un servicio de cara al público. Independientemente de la posición, existen técnicas probadas que se pueden utilizar en las situaciones más delicadas para lograr la satisfacción final del consumidor. Conoce las técnicas clave, perfeccionadas por las compañías más grandes del mundo para atender exitosamente a clientes descontentos, disgustados o molestos, restableciendo así las relaciones y siendo capaz de prevenir conflictos en el futuro.",Course,2020-12-09 13:15 UTC,N/A,false,N/A,
.NET: Programación segura,"Este curso es esencial para desarrolladores profesionales y aficionados que deseen crear aplicaciones seguras con .NET y C#. Aprenderás los principios y pautas fundamentales para proteger tus aplicaciones contra amenazas informáticas y ciberataques. Desde entender la importancia de la ciberseguridad hasta dominar los principios de codificación segura y aplicar las directrices de OWASP para construir aplicaciones web seguras con .NET, este curso te proporcionará las habilidades necesarias para garantizar la seguridad de tus proyectos de desarrollo. Protege tus aplicaciones y datos con conocimientos sólidos en programación segura.",Course,2026-01-06 19:53 UTC,2026-01-06 19:44 UTC,false,N/A,
Fundamentos de la programación: API y servicios web,"Este contenido formativo te ayudará a conocer los microservicios, servicios web y tipos de API, así como mantener su seguridad e integridad durante todas las fases del desarrollo. Todo sin conocimientos previos, porque se explicará paso a paso y desde cero. Aprenderás los conceptos principales de la comunicación entre elementos de una red, los diferentes protocolos de Internet, tipos de API y servicios web que existen, además de sus correspondientes consideraciones. Al terminar, entenderás cómo funciona la arquitectura orientada a servicios y podrás dar tus primeros pasos en la implementación de diferentes API y servicios web en tu propia infraestructura.",Course,2021-06-01 14:46 UTC,N/A,false,N/A,
